UID,DAY_OF_WEEK,CRS_DEP_TIME,TAXI_OUT,TAXI_IN,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,AIRLINE_ID,FL_DATE,ORIGIN_CITY_MARKET_ID,DEST_CITY_MARKET_ID,FL_NUM,UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,FIRST_DEP_TIME,ARR_DELAY
4682,6,1700,14,9,150,"1,005",5,20436,2017-11-18,30977,31454,1298,F9,ORD,"Chicago, IL",IL,MCO,"Orlando, FL",FL,,477
4683,5,1950,27,9,93,337,2,20304,2017-11-10,32457,32575,4477,OO,SFO,"San Francisco, CA",CA,LAX,"Los Angeles, CA",CA,,-8
4685,3,2232,12,3,168,"1,189",5,20409,2017-11-01,34819,31454,1234,B6,SJU,"San Juan, PR",PR,MCO,"Orlando, FL",FL,,-20
4686,2,1000,16,15,74,140,1,19977,2017-11-21,30423,31453,650,UA,AUS,"Austin, TX",TX,IAH,"Houston, TX",TX,,6
4687,3,1345,10,4,99,500,3,19805,2017-11-29,31295,31057,1989,AA,DTW,"Detroit, MI",MI,CLT,"Charlotte, NC",NC,,-25
4688,1,855,29,13,135,696,3,19393,2017-11-27,30397,31453,6609,WN,ATL,"Atlanta, GA",GA,HOU,"Houston, TX",TX,,-5
4690,4,1402,17,3,66,262,2,20304,2017-11-09,34689,32457,5764,OO,SBA,"Santa Barbara, CA",CA,SFO,"San Francisco, CA",CA,,125
4691,6,1735,11,3,73,472,2,19393,2017-11-11,30325,33316,4942,WN,DEN,"Denver, CO",CO,OMA,"Omaha, NE",NE,,-5
4692,6,1915,7,3,58,308,2,19393,2017-11-11,32575,32457,2762,WN,LAX,"Los Angeles, CA",CA,SJC,"San Jose, CA",CA,,-22
4693,5,1927,9,9,102,472,2,20436,2017-11-17,33316,30325,183,F9,OMA,"Omaha, NE",NE,DEN,"Denver, CO",CO,,-10
4694,6,1005,14,4,112,563,3,20304,2017-11-04,30325,30615,5258,OO,DEN,"Denver, CO",CO,ELP,"El Paso, TX",TX,,-11
4695,1,1355,17,5,63,241,1,20304,2017-11-27,31295,30792,4782,OO,DTW,"Detroit, MI",MI,BUF,"Buffalo, NY",NY,,-11
4696,1,1035,14,6,72,200,1,20409,2017-11-06,30721,31703,2479,B6,BOS,"Boston, MA",MA,EWR,"Newark, NJ",NJ,"1,025",61
4697,6,912,10,3,104,680,3,19790,2017-11-18,30325,31650,1175,DL,DEN,"Denver, CO",CO,MSP,"Minneapolis, MN",MN,,-20
4699,6,2120,14,9,144,843,4,19805,2017-11-25,33214,30466,385,AA,SAT,"San Antonio, TX",TX,PHX,"Phoenix, AZ",AZ,,-18
4700,7,1242,22,4,190,"1,182",5,19977,2017-11-19,32467,30977,1290,UA,FLL,"Fort Lauderdale, FL",FL,ORD,"Chicago, IL",IL,,-4
4701,2,1330,16,6,270,"2,300",10,19805,2017-11-07,30466,30721,2189,AA,PHX,"Phoenix, AZ",AZ,BOS,"Boston, MA",MA,,-22
4702,2,2020,13,8,140,909,4,19930,2017-11-07,32523,30559,66,AS,JNU,"Juneau, AK",AK,SEA,"Seattle, WA",WA,,-7
4703,1,1140,12,6,152,"1,020",5,19805,2017-11-06,31884,30466,562,AA,GEG,"Spokane, WA",WA,PHX,"Phoenix, AZ",AZ,,-19
4704,7,1730,11,12,113,666,3,19805,2017-11-19,30397,34100,1768,AA,ATL,"Atlanta, GA",GA,PHL,"Philadelphia, PA",PA,,-8
4705,2,1228,17,6,114,547,3,19790,2017-11-07,30852,30397,820,DL,DCA,"Washington, DC",VA,ATL,"Atlanta, GA",GA,,1
4706,2,1330,11,10,48,89,1,20304,2017-11-28,34689,32575,5006,OO,SBA,"Santa Barbara, CA",CA,LAX,"Los Angeles, CA",CA,,-34
4707,4,745,7,3,97,666,3,19393,2017-11-23,33198,31453,3491,WN,MCI,"Kansas City, MO",MO,HOU,"Houston, TX",TX,,-34
4708,3,948,23,5,84,438,2,20304,2017-11-29,30466,31921,3022,OO,PHX,"Phoenix, AZ",AZ,GJT,"Grand Junction, CO",CO,,-24
4709,5,1700,9,5,87,458,2,20366,2017-11-17,32896,31453,4232,EV,LBB,"Lubbock, TX",TX,IAH,"Houston, TX",TX,,-16
4710,4,2052,17,7,140,925,4,20409,2017-11-09,32467,30852,694,B6,FLL,"Fort Lauderdale, FL",FL,BWI,"Baltimore, MD",MD,,-17
4713,2,845,17,5,106,526,3,19393,2017-11-07,30397,30198,199,WN,ATL,"Atlanta, GA",GA,PIT,"Pittsburgh, PA",PA,,0
4714,2,1640,15,5,293,"2,133",9,19805,2017-11-21,30466,31703,2025,AA,PHX,"Phoenix, AZ",AZ,EWR,"Newark, NJ",NJ,,22
4715,5,1325,6,4,64,314,2,19393,2017-11-17,30647,30852,1439,WN,CLE,"Cleveland, OH",OH,BWI,"Baltimore, MD",MD,,-9
4716,4,825,13,2,83,507,3,19790,2017-11-09,34614,30466,1210,DL,SLC,"Salt Lake City, UT",UT,PHX,"Phoenix, AZ",AZ,,-32
4717,7,1410,29,6,185,"1,313",6,19393,2017-11-05,33570,31453,4290,WN,SAN,"San Diego, CA",CA,HOU,"Houston, TX",TX,,29
4718,6,935,12,2,157,"1,218",5,19393,2017-11-18,31453,30852,4795,WN,HOU,"Houston, TX",TX,DCA,"Washington, DC",VA,,-16
4719,3,1710,18,3,146,725,3,19393,2017-11-22,30977,31703,6544,WN,MDW,"Chicago, IL",IL,LGA,"New York, NY",NY,,66
4720,5,735,25,4,279,"2,378",10,19930,2017-11-10,30559,34100,32,AS,SEA,"Seattle, WA",WA,PHL,"Philadelphia, PA",PA,,-40
4721,3,1315,18,4,115,781,4,19393,2017-11-08,31453,33195,1809,WN,HOU,"Houston, TX",TX,TPA,"Tampa, FL",FL,,-7
4722,6,1753,14,5,113,826,4,19977,2017-11-04,30325,33485,1485,UA,DEN,"Denver, CO",CO,MSN,"Madison, WI",WI,,-23
4723,3,2248,14,8,264,"2,153",9,20409,2017-11-15,30466,31703,136,B6,PHX,"Phoenix, AZ",AZ,JFK,"New York, NY",NY,,60
4724,4,1030,15,4,115,733,3,19805,2017-11-02,30977,31703,350,AA,ORD,"Chicago, IL",IL,LGA,"New York, NY",NY,,-11
4725,7,1155,26,4,61,109,1,20304,2017-11-05,32575,33570,5415,OO,LAX,"Los Angeles, CA",CA,SAN,"San Diego, CA",CA,,2
4726,4,745,18,4,285,"2,342",10,19805,2017-11-02,32575,32467,68,AA,LAX,"Los Angeles, CA",CA,MIA,"Miami, FL",FL,,-26
4727,6,1645,20,5,117,541,3,19805,2017-11-04,31703,31057,101,AA,JFK,"New York, NY",NY,CLT,"Charlotte, NC",NC,,-20
4728,5,1425,8,2,57,323,2,19393,2017-11-17,30279,30194,6913,WN,AMA,"Amarillo, TX",TX,DAL,"Dallas, TX",TX,,-9
4729,3,1310,10,50,245,"1,670",7,20416,2017-11-29,32575,33495,504,NK,LAX,"Los Angeles, CA",CA,MSY,"New Orleans, LA",LA,,22
4730,1,1735,12,21,185,"1,166",5,19393,2017-11-20,32467,30977,6385,WN,FLL,"Fort Lauderdale, FL",FL,MDW,"Chicago, IL",IL,,19
4731,1,1618,14,4,113,679,3,19977,2017-11-27,30559,32457,2061,UA,SEA,"Seattle, WA",WA,SFO,"San Francisco, CA",CA,,-28
4732,1,1940,13,4,176,"1,449",6,19393,2017-11-13,30466,30693,1966,WN,PHX,"Phoenix, AZ",AZ,BNA,"Nashville, TN",TN,,2
4733,1,2130,21,7,129,744,3,20304,2017-11-27,31453,30140,5622,OO,IAH,"Houston, TX",TX,ABQ,"Albuquerque, NM",NM,,-20
4734,7,900,30,7,144,908,4,20304,2017-11-26,31650,30852,4922,OO,MSP,"Minneapolis, MN",MN,IAD,"Washington, DC",VA,,5
4735,7,925,17,12,232,"1,846",8,19805,2017-11-05,32457,30977,2594,AA,SFO,"San Francisco, CA",CA,ORD,"Chicago, IL",IL,,-32
4736,2,600,13,4,144,861,4,19805,2017-11-21,31267,30194,1174,AA,DAY,"Dayton, OH",OH,DFW,"Dallas/Fort Worth, TX",TX,,-35
4737,3,715,16,10,145,937,4,20409,2017-11-08,31454,31703,2028,B6,MCO,"Orlando, FL",FL,EWR,"Newark, NJ",NJ,,-11
4738,3,1410,17,10,161,"1,123",5,19790,2017-11-29,30325,31295,2542,DL,DEN,"Denver, CO",CO,DTW,"Detroit, MI",MI,,-3
4739,6,737,9,5,50,216,1,19690,2017-11-18,32134,32402,122,HA,HNL,"Honolulu, HI",HI,ITO,"Hilo, HI",HI,,-8
4740,2,845,18,5,130,762,4,19393,2017-11-07,30397,31703,225,WN,ATL,"Atlanta, GA",GA,LGA,"New York, NY",NY,,-6
4741,1,1600,14,5,139,764,4,20366,2017-11-06,30693,31703,5320,EV,BNA,"Nashville, TN",TN,LGA,"New York, NY",NY,,-9
4742,4,1634,21,6,121,594,3,19790,2017-11-16,30397,31295,1227,DL,ATL,"Atlanta, GA",GA,DTW,"Detroit, MI",MI,,-5
4743,4,1120,15,5,109,588,3,20304,2017-11-23,34614,32575,4589,OO,SLC,"Salt Lake City, UT",UT,LGB,"Long Beach, CA",CA,,-17
4744,2,942,18,8,207,"1,587",7,19805,2017-11-28,30466,30397,1650,AA,PHX,"Phoenix, AZ",AZ,ATL,"Atlanta, GA",GA,,-17
4745,3,958,30,3,223,"1,547",7,19790,2017-11-08,30397,34819,559,DL,ATL,"Atlanta, GA",GA,SJU,"San Juan, PR",PR,,24
4746,2,1819,18,7,153,957,4,20416,2017-11-07,31454,31295,892,NK,MCO,"Orlando, FL",FL,DTW,"Detroit, MI",MI,,-12
4747,5,545,12,6,116,549,3,19790,2017-11-03,30529,31295,514,DL,BDL,"Hartford, CT",CT,DTW,"Detroit, MI",MI,,-1
4748,4,1335,13,18,279,"1,726",7,19805,2017-11-16,30977,32575,1491,AA,ORD,"Chicago, IL",IL,SNA,"Santa Ana, CA",CA,,14
4750,1,2250,20,7,325,"2,762",11,19690,2017-11-20,32134,32211,8,HA,HNL,"Honolulu, HI",HI,LAS,"Las Vegas, NV",NV,,-26
4751,5,910,13,6,110,719,3,19393,2017-11-17,31123,30852,6903,WN,STL,"St. Louis, MO",MO,DCA,"Washington, DC",VA,,-5
4752,3,530,22,5,89,395,2,19393,2017-11-08,30977,30693,358,WN,MDW,"Chicago, IL",IL,BNA,"Nashville, TN",TN,,-1
4753,7,1820,30,9,140,700,3,19805,2017-11-19,34492,32467,2296,AA,RDU,"Raleigh/Durham, NC",NC,MIA,"Miami, FL",FL,,12
4754,2,2118,17,7,91,508,3,20304,2017-11-21,30397,31823,4505,OO,ATL,"Atlanta, GA",GA,FWA,"Fort Wayne, IN",IN,,-26
4756,2,1335,15,6,57,177,1,19393,2017-11-21,32467,31454,4836,WN,FLL,"Fort Lauderdale, FL",FL,MCO,"Orlando, FL",FL,,3
4757,5,2205,13,6,73,327,2,19393,2017-11-17,30721,30852,1678,WN,PVD,"Providence, RI",RI,BWI,"Baltimore, MD",MD,,-15
4758,2,1150,14,7,206,"1,542",7,19930,2017-11-28,30299,34057,140,AS,ANC,"Anchorage, AK",AK,PDX,"Portland, OR",OR,,-24
4759,5,1315,13,8,90,528,3,19790,2017-11-24,31650,31295,86,DL,MSP,"Minneapolis, MN",MN,DTW,"Detroit, MI",MI,,-21
4760,3,1105,16,9,253,"1,670",7,19805,2017-11-15,31066,30466,450,AA,CMH,"Columbus, OH",OH,PHX,"Phoenix, AZ",AZ,,-14
4761,3,2315,25,4,225,"1,448",6,19930,2017-11-15,30559,30299,119,AS,SEA,"Seattle, WA",WA,ANC,"Anchorage, AK",AK,,5
4763,7,1606,13,4,159,"1,095",5,19805,2017-11-26,31057,33214,1827,AA,CLT,"Charlotte, NC",NC,SAT,"San Antonio, TX",TX,,-34
4765,7,1555,10,4,70,345,2,19393,2017-11-05,32211,34570,4892,WN,LAS,"Las Vegas, NV",NV,RNO,"Reno, NV",NV,,20
4766,2,1925,11,3,104,570,3,19393,2017-11-07,30599,31453,1551,WN,BHM,"Birmingham, AL",AL,HOU,"Houston, TX",TX,,34
4767,1,1725,8,4,144,997,4,19393,2017-11-13,33195,30977,5655,WN,TPA,"Tampa, FL",FL,MDW,"Chicago, IL",IL,,8
4768,7,1121,11,8,134,964,4,19805,2017-11-26,31453,32467,62,AA,IAH,"Houston, TX",TX,MIA,"Miami, FL",FL,,-8
4769,3,1210,9,3,176,"1,216",5,19393,2017-11-22,30194,32575,3912,WN,DAL,"Dallas, TX",TX,SNA,"Santa Ana, CA",CA,,-13
4770,7,520,6,6,138,990,4,19393,2017-11-19,30977,31454,3086,WN,MDW,"Chicago, IL",IL,MCO,"Orlando, FL",FL,,-19
4771,2,2255,13,2,105,787,4,19393,2017-11-21,31454,30852,1199,WN,MCO,"Orlando, FL",FL,BWI,"Baltimore, MD",MD,,-21
4772,3,1245,15,12,337,"2,133",9,19805,2017-11-15,31703,30466,1422,AA,EWR,"Newark, NJ",NJ,PHX,"Phoenix, AZ",AZ,,-10
4774,3,1625,13,8,112,547,3,19393,2017-11-29,30852,30397,169,WN,DCA,"Washington, DC",VA,ATL,"Atlanta, GA",GA,,-14
4775,5,1120,19,9,233,"1,747",7,19790,2017-11-03,32211,30397,2169,DL,LAS,"Las Vegas, NV",NV,ATL,"Atlanta, GA",GA,,-3
4776,2,1250,12,6,164,"1,242",5,19790,2017-11-28,32575,30423,1439,DL,LAX,"Los Angeles, CA",CA,AUS,"Austin, TX",TX,,-20
4777,3,1840,9,4,58,293,2,19393,2017-11-15,30194,32896,760,WN,DAL,"Dallas, TX",TX,LBB,"Lubbock, TX",TX,,-7
4778,7,1030,14,4,86,363,2,20304,2017-11-05,32575,32457,5125,OO,ONT,"Ontario, CA",CA,SFO,"San Francisco, CA",CA,,-10
4779,1,2015,26,3,87,369,2,19393,2017-11-06,30721,30852,470,WN,BOS,"Boston, MA",MA,BWI,"Baltimore, MD",MD,,-18
4780,3,1511,13,16,141,888,4,19977,2017-11-15,30325,30977,478,UA,DEN,"Denver, CO",CO,ORD,"Chicago, IL",IL,,23
4781,7,1450,6,3,79,459,2,19393,2017-11-12,30599,33195,4638,WN,BHM,"Birmingham, AL",AL,TPA,"Tampa, FL",FL,,-10
4782,4,830,16,5,88,448,2,20366,2017-11-16,30781,30397,5308,EV,BTR,"Baton Rouge, LA",LA,ATL,"Atlanta, GA",GA,,-11
4783,5,800,13,7,126,773,4,20436,2017-11-10,33105,33195,1947,F9,CVG,"Cincinnati, OH",KY,TPA,"Tampa, FL",FL,,-10
4784,2,1245,30,13,87,160,1,20366,2017-11-07,30721,31703,4160,EV,PVD,"Providence, RI",RI,EWR,"Newark, NJ",NJ,,-4
4785,2,1155,13,5,113,817,4,19977,2017-11-07,31453,31136,2101,UA,IAH,"Houston, TX",TX,JAX,"Jacksonville, FL",FL,,-12
4786,2,1825,13,2,84,446,2,19393,2017-11-21,32457,33570,1362,WN,OAK,"Oakland, CA",CA,SAN,"San Diego, CA",CA,,25
4787,3,900,16,5,87,407,2,20416,2017-11-15,32211,32457,607,NK,LAS,"Las Vegas, NV",NV,OAK,"Oakland, CA",CA,,-13
4788,2,1820,38,6,99,370,2,20304,2017-11-21,30466,32575,5436,OO,PHX,"Phoenix, AZ",AZ,LAX,"Los Angeles, CA",CA,,-1
4789,2,710,12,8,143,889,4,19393,2017-11-28,30140,32457,106,WN,ABQ,"Albuquerque, NM",NM,OAK,"Oakland, CA",CA,,-20
4791,7,755,13,4,154,"1,139",5,19393,2017-11-19,32211,33198,4042,WN,LAS,"Las Vegas, NV",NV,MCI,"Kansas City, MO",MO,,-10
4792,3,1710,9,2,230,"1,723",7,19805,2017-11-22,30977,33570,1022,AA,ORD,"Chicago, IL",IL,SAN,"San Diego, CA",CA,,-9
4793,1,1432,11,2,115,621,3,19805,2017-11-06,30466,32457,638,AA,PHX,"Phoenix, AZ",AZ,SJC,"San Jose, CA",CA,,-7
4794,2,820,50,7,228,"1,499",6,20304,2017-11-14,32457,33198,5256,OO,SFO,"San Francisco, CA",CA,MCI,"Kansas City, MO",MO,,4
4795,6,1801,17,4,95,545,3,19790,2017-11-04,30397,34027,2065,DL,ATL,"Atlanta, GA",GA,PBI,"West Palm Beach/Palm Beach, FL",FL,,21
4796,2,1300,14,3,162,"1,069",5,20409,2017-11-28,32467,31703,1002,B6,FLL,"Fort Lauderdale, FL",FL,JFK,"New York, NY",NY,,-10
4797,5,1954,12,4,140,982,4,20416,2017-11-10,31714,30158,938,NK,RSW,"Fort Myers, FL",FL,ACY,"Atlantic City, NJ",NJ,,-5
4798,7,1631,17,4,61,163,1,20304,2017-11-19,31295,31577,4287,OO,DTW,"Detroit, MI",MI,ERI,"Erie, PA",PA,,-5
4799,3,1630,18,4,86,451,2,19977,2017-11-01,32457,31603,541,UA,SFO,"San Francisco, CA",CA,EUG,"Eugene, OR",OR,,38
4800,4,2000,23,5,166,896,4,20304,2017-11-02,30140,32457,5812,OO,ABQ,"Albuquerque, NM",NM,SFO,"San Francisco, CA",CA,,-14
4801,5,1439,5,6,46,201,1,19690,2017-11-03,33830,32982,519,HA,OGG,"Kahului, HI",HI,LIH,"Lihue, HI",HI,,-8
4802,2,1905,27,6,80,236,1,21171,2017-11-07,32211,32575,1483,VX,LAS,"Las Vegas, NV",NV,LAX,"Los Angeles, CA",CA,,-12
4804,5,2030,9,2,91,621,3,19393,2017-11-24,32457,30466,1558,WN,SJC,"San Jose, CA",CA,PHX,"Phoenix, AZ",AZ,,-20
4805,6,1935,8,6,90,401,2,19393,2017-11-18,31481,30693,2036,WN,ECP,"Panama City, FL",FL,BNA,"Nashville, TN",TN,,3
4806,5,630,16,8,151,957,4,19790,2017-11-03,31454,31295,1928,DL,MCO,"Orlando, FL",FL,DTW,"Detroit, MI",MI,,-8
4807,1,1317,12,9,78,378,2,20304,2017-11-13,30577,31295,7435,OO,BGM,"Binghamton, NY",NY,DTW,"Detroit, MI",MI,,67
4808,2,645,11,5,216,"1,501",7,19790,2017-11-28,32467,31650,1488,DL,MIA,"Miami, FL",FL,MSP,"Minneapolis, MN",MN,,-28
4809,4,840,18,3,65,302,2,19393,2017-11-09,31453,33495,2030,WN,HOU,"Houston, TX",TX,MSY,"New Orleans, LA",LA,,-1
4810,7,700,14,6,158,"1,175",5,19790,2017-11-26,31884,31650,2072,DL,GEG,"Spokane, WA",WA,MSP,"Minneapolis, MN",MN,,-30
4811,4,540,20,8,72,237,1,19393,2017-11-09,34653,30194,726,WN,TUL,"Tulsa, OK",OK,DAL,"Dallas, TX",TX,,5
4813,6,650,8,7,60,221,1,19393,2017-11-25,31721,30977,3266,WN,FNT,"Flint, MI",MI,MDW,"Chicago, IL",IL,,-20
4816,4,1850,15,9,142,967,4,20436,2017-11-30,32457,30325,668,F9,SFO,"San Francisco, CA",CA,DEN,"Denver, CO",CO,,-13
4817,7,600,24,7,93,436,2,19790,2017-11-19,33486,34614,1808,DL,MSO,"Missoula, MT",MT,SLC,"Salt Lake City, UT",UT,,-7
4818,6,700,16,2,93,507,3,19805,2017-11-04,34614,30466,463,AA,SLC,"Salt Lake City, UT",UT,PHX,"Phoenix, AZ",AZ,,21
4820,6,815,23,11,118,589,3,20366,2017-11-25,30397,31834,5358,EV,ATL,"Atlanta, GA",GA,XNA,"Fayetteville, AR",AR,,-11
4821,4,1237,18,4,90,539,3,19930,2017-11-02,33873,30299,152,AS,OME,"Nome, AK",AK,ANC,"Anchorage, AK",AK,,-5
4822,4,1110,29,3,182,"1,076",5,19790,2017-11-16,31703,32467,1131,DL,LGA,"New York, NY",NY,FLL,"Fort Lauderdale, FL",FL,,-1
4823,2,615,27,19,262,"1,723",7,19977,2017-11-21,33570,30977,307,UA,SAN,"San Diego, CA",CA,ORD,"Chicago, IL",IL,,9
4824,7,1130,13,5,57,205,1,19790,2017-11-12,34614,32441,2390,DL,SLC,"Salt Lake City, UT",UT,JAC,"Jackson, WY",WY,,-16
4825,2,1900,12,4,156,"1,096",5,19805,2017-11-21,32467,31703,1367,AA,MIA,"Miami, FL",FL,LGA,"New York, NY",NY,,-19
4826,6,1530,16,60,233,"1,089",5,19790,2017-11-18,32467,31703,2878,DL,MIA,"Miami, FL",FL,JFK,"New York, NY",NY,,47
4827,4,600,13,7,64,259,2,19790,2017-11-02,30994,30397,2575,DL,CHS,"Charleston, SC",SC,ATL,"Atlanta, GA",GA,,-12
4830,2,1630,63,8,250,"1,476",6,20436,2017-11-07,30325,30852,548,F9,DEN,"Denver, CO",CO,DCA,"Washington, DC",VA,,54
4831,4,1455,11,32,73,190,1,20366,2017-11-30,30194,30476,2829,EV,DFW,"Dallas/Fort Worth, TX",TX,SHV,"Shreveport, LA",LA,,12
4832,4,1121,15,3,53,212,1,20304,2017-11-09,30325,31921,5855,OO,DEN,"Denver, CO",CO,GJT,"Grand Junction, CO",CO,,56
4833,4,720,18,5,106,453,2,19790,2017-11-16,34100,31295,864,DL,PHL,"Philadelphia, PA",PA,DTW,"Detroit, MI",MI,,-4
4834,1,520,16,2,118,670,3,19393,2017-11-20,30693,31453,1967,WN,BNA,"Nashville, TN",TN,HOU,"Houston, TX",TX,,5
4835,2,2159,14,3,62,290,2,19790,2017-11-28,34614,30713,1470,DL,SLC,"Salt Lake City, UT",UT,BOI,"Boise, ID",ID,,-26
4836,7,2025,10,7,94,602,3,20436,2017-11-12,30466,30325,756,F9,PHX,"Phoenix, AZ",AZ,DEN,"Denver, CO",CO,,55
4837,7,1200,13,3,157,"1,144",5,19805,2017-11-19,30977,34027,1364,AA,ORD,"Chicago, IL",IL,PBI,"West Palm Beach/Palm Beach, FL",FL,,-19
4838,5,1620,14,11,123,738,3,19393,2017-11-17,33342,31703,4957,WN,MKE,"Milwaukee, WI",WI,LGA,"New York, NY",NY,,23
4839,5,1020,19,6,90,456,2,20366,2017-11-10,31295,34524,5417,EV,DTW,"Detroit, MI",MI,RIC,"Richmond, VA",VA,,-14
4840,5,1936,22,3,74,306,2,19790,2017-11-10,30397,31995,2561,DL,ATL,"Atlanta, GA",GA,GSO,"Greensboro/High Point, NC",NC,,-8
4841,3,1145,14,3,364,"2,405",10,19977,2017-11-01,30325,30299,1126,UA,DEN,"Denver, CO",CO,ANC,"Anchorage, AK",AK,,7
4842,4,1158,50,7,153,631,3,19977,2017-11-02,35412,31703,2408,UA,TYS,"Knoxville, TN",TN,EWR,"Newark, NJ",NJ,,225
4843,5,1535,15,8,162,"1,010",5,19790,2017-11-17,33195,31703,2646,DL,TPA,"Tampa, FL",FL,LGA,"New York, NY",NY,,250
4845,2,1431,18,9,89,363,2,20304,2017-11-21,32457,32575,5160,OO,SFO,"San Francisco, CA",CA,ONT,"Ontario, CA",CA,,-6
4846,4,1730,10,8,81,395,2,19393,2017-11-02,30693,30977,4279,WN,BNA,"Nashville, TN",TN,MDW,"Chicago, IL",IL,,-9
4847,1,1011,10,5,41,121,1,19690,2017-11-13,32402,33830,111,HA,ITO,"Hilo, HI",HI,OGG,"Kahului, HI",HI,,-5
4848,2,1849,11,7,84,440,2,19790,2017-11-21,31123,31295,2411,DL,STL,"St. Louis, MO",MO,DTW,"Detroit, MI",MI,,-18
4849,5,917,18,29,360,"2,342",10,20409,2017-11-10,32467,32575,701,B6,FLL,"Fort Lauderdale, FL",FL,LAX,"Los Angeles, CA",CA,,7
4850,5,1725,27,10,71,192,1,19805,2017-11-03,32467,31454,1257,AA,MIA,"Miami, FL",FL,MCO,"Orlando, FL",FL,,-4
4851,4,731,13,9,118,599,3,19930,2017-11-23,34614,32457,743,AS,SLC,"Salt Lake City, UT",UT,SFO,"San Francisco, CA",CA,,-8
4852,1,1252,18,4,182,"1,186",5,20304,2017-11-20,30849,30977,5392,OO,BZN,"Bozeman, MT",MT,ORD,"Chicago, IL",IL,,-8
4853,3,1042,15,15,246,"1,745",7,21171,2017-11-22,32575,30977,1232,VX,LAX,"Los Angeles, CA",CA,ORD,"Chicago, IL",IL,,1
4854,4,2134,17,5,127,794,4,19790,2017-11-30,30397,35096,930,DL,ATL,"Atlanta, GA",GA,SYR,"Syracuse, NY",NY,,-11
4855,4,1725,16,3,113,650,3,19805,2017-11-30,32467,31057,1783,AA,MIA,"Miami, FL",FL,CLT,"Charlotte, NC",NC,,-20
4856,6,1839,13,20,157,957,4,20416,2017-11-18,31454,31295,892,NK,MCO,"Orlando, FL",FL,DTW,"Detroit, MI",MI,,-6
4857,5,1512,14,2,84,417,2,20304,2017-11-17,32457,33570,3398,OO,SJC,"San Jose, CA",CA,SAN,"San Diego, CA",CA,,-14
4859,4,600,13,4,70,250,2,20304,2017-11-16,30157,32457,5276,OO,ACV,"Arcata/Eureka, CA",CA,SFO,"San Francisco, CA",CA,,-10
4860,4,1215,8,4,136,930,4,19393,2017-11-16,31066,31714,1859,WN,CMH,"Columbus, OH",OH,RSW,"Fort Myers, FL",FL,,7
4861,3,825,19,10,291,"2,402",10,19805,2017-11-15,32575,34100,716,AA,LAX,"Los Angeles, CA",CA,PHL,"Philadelphia, PA",PA,,-25
4862,7,1012,17,12,98,460,2,20304,2017-11-26,31295,31995,4834,OO,DTW,"Detroit, MI",MI,GSO,"Greensboro/High Point, NC",NC,,20
4863,4,909,15,4,91,550,3,19805,2017-11-30,30194,31123,96,AA,DFW,"Dallas/Fort Worth, TX",TX,STL,"St. Louis, MO",MO,,-21
4864,3,2225,14,3,120,669,3,19393,2017-11-15,30397,33342,479,WN,ATL,"Atlanta, GA",GA,MKE,"Milwaukee, WI",WI,,-10
4865,6,1220,21,5,410,"2,562",11,19930,2017-11-18,34057,33830,809,AS,PDX,"Portland, OR",OR,OGG,"Kahului, HI",HI,,27
4866,5,1030,26,7,107,544,3,20366,2017-11-10,31057,31703,5424,EV,CLT,"Charlotte, NC",NC,LGA,"New York, NY",NY,,16
4867,7,1745,12,5,79,327,2,19393,2017-11-12,30721,30852,2964,WN,PVD,"Providence, RI",RI,BWI,"Baltimore, MD",MD,,9
4868,3,1529,19,10,103,361,2,19805,2017-11-08,30852,31057,2577,AA,BWI,"Baltimore, MD",MD,CLT,"Charlotte, NC",NC,,1
4869,2,2203,7,14,135,862,4,20436,2017-11-21,30325,32575,409,F9,DEN,"Denver, CO",CO,LAX,"Los Angeles, CA",CA,,5
4870,1,1215,15,4,136,725,3,19393,2017-11-20,31703,30977,1174,WN,LGA,"New York, NY",NY,MDW,"Chicago, IL",IL,,-20
4871,2,1300,22,16,361,"2,475",10,21171,2017-11-28,31703,32575,1411,VX,JFK,"New York, NY",NY,LAX,"Los Angeles, CA",CA,,-14
4872,7,1315,25,4,199,"1,076",5,19790,2017-11-05,32467,31703,1410,DL,FLL,"Fort Lauderdale, FL",FL,LGA,"New York, NY",NY,,12
4873,5,530,14,5,227,"1,750",8,19393,2017-11-24,32575,30977,1507,WN,LAX,"Los Angeles, CA",CA,MDW,"Chicago, IL",IL,,-14
4874,4,1946,12,11,156,826,4,20436,2017-11-16,33485,30325,163,F9,MSN,"Madison, WI",WI,DEN,"Denver, CO",CO,,-1
4875,4,1400,26,8,153,802,4,19805,2017-11-30,30977,30194,2346,AA,ORD,"Chicago, IL",IL,DFW,"Dallas/Fort Worth, TX",TX,,-4
4876,3,650,18,16,143,632,3,20304,2017-11-08,30434,30977,5213,OO,AVP,"Scranton/Wilkes-Barre, PA",PA,ORD,"Chicago, IL",IL,,-9
4877,3,1710,15,5,61,172,1,20304,2017-11-15,34252,30559,3469,OO,PSC,"Pasco/Kennewick/Richland, WA",WA,SEA,"Seattle, WA",WA,,-14
4878,5,2040,9,4,222,"1,476",6,19393,2017-11-10,30423,32457,834,WN,AUS,"Austin, TX",TX,SJC,"San Jose, CA",CA,,-31
